which,seed,N,SAMPLE_T,R,alpha,FDA,BIAS,TARGET,loss_plateau,loss_std,frozen_acc,align_all,align_std,corr_W1,corr_W2,corr_W3,bias_W1,bias_W2,bias_W3,snr_W1,snr_W2,snr_W3,eff_W1,eff_W2,eff_W3,sign_W1,sign_W2,sign_W3,align_W1,align_W2,align_W3,ratio_W1,ratio_W2,ratio_W3
shared,0,3000,1.0,200.0,3e-08,3000.0,30.0,1000.0,0.0483,0.0050,0.1320,+0.166,0.204,+0.002,+0.000,+0.007,1.186,0.041,0.086,0.055,0.055,0.094,0.029,0.076,0.117,0.788,0.422,0.288,+0.076,+0.119,+0.304,0.000,0.000,0.000
